100 1 0 0.0 0.0 0.0 0.0
2490 1 0 0.0 0.0 0.0 0.0
4880 1 0 0.0 0.0 0.0 0.0
7270 1 0 0.0 0.0 0.0 0.0
9660 1 0 0.0 0.0 0.0 0.0
12050 1 0 0.0 0.0 0.0 0.0
14440 1 0 0.0 0.0 0.0 0.0
16830 1 0 0.0 0.0 0.0 0.0
19220 1 0 0.0 0.0 0.0 0.0
21610 1 0 0.0 0.0 0.0 0.0
24000 1 0 0.0 0.0 0.0 0.0
26390 1 0 0.0 0.0 0.0 0.0
28780 1 0 0.0 0.0 0.0 0.0
31170 1 0 0.0 0.0 0.0 0.0
33560 1 0 0.0 0.0 0.0 0.0
35950 1 0 0.0 0.0 0.0 0.0
38340 1 0 0.0 0.0 0.0 0.0
40730 1 0 0.0 0.0 0.0 0.0
43120 1 0 0.0 0.0 0.0 0.0
45510 1 0 0.0 0.0 0.0 0.0
47900 1 0 0.0 0.0 0.0 0.0
50290 1 0 0.0 0.0 0.0 0.0
52680 1 0 0.0 0.0 0.0 0.0
55070 1 0 0.0 0.0 0.0 0.0
57460 1 0 0.0 0.0 0.0 0.0
59850 1 0 0.0 0.0 0.0 0.0
62240 1 0 0.0 0.0 0.0 0.0
64630 1 0 0.0 0.0 0.0 0.0
67020 1 0 0.0 0.0 0.0 0.0
69410 1 0 0.0 0.0 0.0 0.0
71800 1 0 0.0 0.0 0.0 0.0
74190 1 0 0.0 0.0 0.0 0.0
76580 1 0 0.0 0.0 0.0 0.0
78970 1 0 0.0 0.0 0.0 0.0
81360 1 0 0.0 0.0 0.0 0.0
83750 1 0 0.0 0.0 0.0 0.0
86140 1 0 0.0 0.0 0.0 0.0
88530 1 0 0.0 0.0 0.0 0.0
